ref,piece,max,min,geo_point_2d,surface,price_per_m2
27.8,1,33.36,19.46,"48.89166759106752, 2.3459787545931863",10.0,83.4
26.9,3,32.28,18.83,"48.84271125032415, 2.3107774536393966",30.0,26.9
26.3,3,31.56,18.41,"48.84691594405347, 2.374401626479208",30.0,26.3
31.7,1,38.04,22.19,"48.86228910809422, 2.3448988583110166",10.0,95.1
29.0,1,34.8,20.3,"48.86371948395739, 2.395272820760115",10.0,87.0
22.7,4,27.24,15.89,"48.87863907572485, 2.380127281829295",40.0,17.025
25.9,1,31.08,18.13,"48.894012169582226, 2.3643867790293243",10.0,77.69999999999999
17.0,4,20.4,11.9,"48.87103473909125, 2.406171530151038",40.0,12.75
22.7,4,27.24,15.89,"48.894012169582226, 2.3643867790293243",40.0,17.025
27.7,2,33.2,19.4,"48.86843361445447, 2.2916790427412166",20.0,41.55
29.8,2,35.8,20.9,"48.86843361445447, 2.2916790427412166",20.0,44.7
23.7,4,28.4,16.6,"48.87124465089237, 2.3615036473450113",40.0,17.775000000000002
35.9,1,43.1,25.1,"48.869306638088744, 2.3334318076581146",10.0,107.69999999999999
30.8,2,37.0,21.6,"48.86910019977125, 2.3394607437483312",20.0,46.2
26.6,1,31.9,18.6,"48.86740319007272, 2.3729648249267643",10.0,79.80000000000001
26.1,2,31.32,18.27,"48.868008337402706, 2.3446991274274604",20.0,39.150000000000006
19.2,4,23.0,13.4,"48.835209049865114, 2.3862100842120184",40.0,14.399999999999999
27.8,3,33.4,19.5,"48.859192412713874, 2.3632050573309638",30.0,27.8
20.7,3,24.8,14.5,"48.835209049865114, 2.3862100842120184",30.0,20.7
25.8,4,31.0,18.1,"48.84642759400415, 2.327356878234607",40.0,19.35
26.3,3,31.6,18.4,"48.82312780567426, 2.352433149542824",30.0,26.3
29.8,4,35.8,20.9,"48.85528871996157, 2.3336568680904577",40.0,22.35
30.3,3,36.36,21.21,"48.85526326937375, 2.3255876525808024",30.0,30.3
26.4,4,31.7,18.5,"48.87814767585099, 2.3171746113048903",40.0,19.799999999999997
30.8,3,37.0,21.6,"48.84642759400415, 2.327356878234607",30.0,30.799999999999997
25.5,3,30.6,17.9,"48.850171655497846, 2.291852642697574",30.0,25.5
25.0,2,30.0,17.5,"48.87153120058614, 2.3875492398498035",20.0,37.5
30.8,1,37.0,21.6,"48.88504369140323, 2.302909824651906",10.0,92.4
28.9,2,34.7,20.2,"48.86327454383974, 2.259935831704838",20.0,43.349999999999994
25.8,3,31.0,18.1,"48.82665262554388, 2.3264369992249008",30.0,25.8
23.4,2,28.1,16.4,"48.89555577457166, 2.384777229270242",20.0,35.099999999999994
25.8,3,31.0,18.1,"48.85209650697998, 2.3887648336025635",30.0,25.8
29.8,1,35.8,20.9,"48.87993433878255, 2.3328501965554715",10.0,89.4
23.7,4,28.4,16.6,"48.876008290020586, 2.36812301788768",40.0,17.775000000000002
26.9,1,32.3,18.8,"48.830359242366505, 2.428826815083849",10.0,80.7
24.5,3,29.4,17.2,"48.8490447659431, 2.3457466001872485",30.0,24.5
23.8,4,28.6,16.7,"48.86740319007272, 2.3729648249267643",40.0,17.849999999999998
29.8,2,35.8,20.9,"48.85035926154756, 2.3110309362657557",20.0,44.7
25.7,3,30.8,18.0,"48.835209049865114, 2.3862100842120184",30.0,25.7
25.8,2,31.0,18.1,"48.850622342726865, 2.252276907538065",20.0,38.7
31.0,1,37.2,21.7,"48.85852137232379, 2.3516669671389687",10.0,93.0
29.8,2,35.8,20.9,"48.84642759400415, 2.327356878234607",20.0,44.7
35.1,1,42.1,24.6,"48.867074492185395, 2.3086516846814",10.0,105.30000000000001
28.3,3,34.0,19.8,"48.86327454383974, 2.259935831704838",30.0,28.3
27.0,3,32.4,18.9,"48.88073523727109, 2.35747081044636",30.0,27.0
24.2,3,29.0,16.9,"48.8671501183107, 2.3500801904088187",30.0,24.2
21.4,4,25.7,15.0,"48.830359242366505, 2.428826815083849",40.0,16.049999999999997
37.0,1,44.4,25.9,"48.867018590627694, 2.328581664931248",10.0,111.0
29.6,4,35.52,20.72,"48.867018590627694, 2.328581664931248",40.0,22.2
27.2,3,32.64,19.04,"48.86388739200144, 2.363123300986952",30.0,27.2
28.7,2,34.44,20.09,"48.86388739200144, 2.363123300986952",20.0,43.050000000000004
25.1,4,30.12,17.57,"48.85852137232379, 2.3516669671389687",40.0,18.825000000000003
28.6,2,34.32,20.02,"48.851585175021285, 2.3647679538731117",20.0,42.900000000000006
26.0,3,31.2,18.2,"48.85571865089275, 2.358162333852766",30.0,26.0
28.7,2,34.44,20.09,"48.84168428795317, 2.3438609263160095",20.0,43.050000000000004
28.7,2,34.44,20.09,"48.85571865089275, 2.358162333852766",20.0,43.050000000000004
31.9,2,38.28,22.33,"48.852895586218004, 2.3527750121216795",20.0,47.85
24.2,2,29.04,16.94,"48.84194019337512, 2.356893889624744",20.0,36.3
27.7,4,33.24,19.39,"48.85829990387876, 2.3015415556941874",40.0,20.775
30.2,2,36.24,21.14,"48.84642759400415, 2.327356878234607",20.0,45.3
30.1,2,36.12,21.07,"48.858514966137854, 2.3164447403399206",20.0,45.150000000000006
36.0,1,43.2,25.2,"48.85528871996157, 2.3336568680904577",10.0,108.0
22.8,3,27.4,16.0,"48.873934691758095, 2.343252579473346",30.0,22.8
29.9,2,35.9,20.9,"48.86465997810256, 2.3363089189653063",20.0,44.849999999999994
39.6,1,47.52,27.72,"48.85829990387876, 2.3015415556941874",10.0,118.8
25.0,2,30.0,17.5,"48.82752745777257, 2.3723977369189355",20.0,37.5
28.3,2,33.96,19.81,"48.87981191977869, 2.3448612910024424",20.0,42.45
21.9,4,26.28,15.33,"48.85706404083103, 2.380364061726767",40.0,16.425
29.6,4,35.52,20.72,"48.874135575605415, 2.3041188097211407",40.0,22.2
30.7,3,36.84,21.49,"48.87354738020911, 2.332268868869704",30.0,30.699999999999996
27.8,3,33.4,19.5,"48.86910019977125, 2.3394607437483312",30.0,27.8
29.8,3,35.76,20.86,"48.85829990387876, 2.3015415556941874",30.0,29.8
30.7,3,36.84,21.49,"48.85528871996157, 2.3336568680904577",30.0,30.699999999999996
23.4,3,28.08,16.38,"48.83740588522813, 2.3633186351497177",30.0,23.4
27.3,2,32.76,19.11,"48.87124465089237, 2.3615036473450113",20.0,40.95
39.6,1,47.52,27.72,"48.85035926154756, 2.3110309362657557",10.0,118.8
27.2,1,32.64,19.04,"48.85706404083103, 2.380364061726767",10.0,81.6
25.8,3,30.96,18.06,"48.88073523727109, 2.35747081044636",30.0,25.8
32.8,1,39.36,22.96,"48.86234502354463, 2.376118055918989",10.0,98.39999999999999
30.3,1,36.36,21.21,"48.87981191977869, 2.3448612910024424",10.0,90.9
22.7,4,27.24,15.89,"48.88073523727109, 2.35747081044636",40.0,17.025
28.4,2,34.08,19.88,"48.82312780567426, 2.352433149542824",20.0,42.599999999999994
24.5,4,29.4,17.15,"48.83429362836976, 2.296919974448867",40.0,18.375
31.8,1,38.16,22.26,"48.84271125032415, 2.3107774536393966",10.0,95.4
23.4,3,28.08,16.38,"48.888481513920595, 2.313856169006357",30.0,23.4
27.3,4,32.76,19.11,"48.86327454383974, 2.259935831704838",40.0,20.475
24.6,3,29.52,17.22,"48.850622342726865, 2.252276907538065",30.0,24.6
25.2,2,30.24,17.64,"48.82665262554388, 2.3264369992249008",20.0,37.8
28.6,3,34.32,20.02,"48.86843361445447, 2.2916790427412166",30.0,28.6
27.6,1,33.12,19.32,"48.82665262554388, 2.3264369992249008",10.0,82.80000000000001
28.6,3,34.32,20.02,"48.871765634282355, 2.2719177404675657",30.0,28.6
34.0,1,40.8,23.8,"48.858514966137854, 2.3164447403399206",10.0,102.0
24.1,4,28.92,16.87,"48.82312780567426, 2.352433149542824",40.0,18.075000000000003
31.8,1,38.16,22.26,"48.88504369140323, 2.302909824651906",10.0,95.4
33.8,1,40.56,23.66,"48.83031704260011, 2.315304931573413",10.0,101.39999999999999
23.1,3,27.7,16.2,"48.86234502354463, 2.376118055918989",30.0,23.1
25.0,2,30.0,17.5,"48.823452771575106, 2.337070179863054",20.0,37.5
27.0,2,32.4,18.9,"48.8949426537908, 2.321118743705154",20.0,40.5
29.7,1,35.6,20.8,"48.87993433878255, 2.3328501965554715",10.0,89.1
27.3,2,32.76,19.11,"48.87153120058614, 2.3875492398498035",20.0,40.95
25.7,2,30.84,17.99,"48.87863907572485, 2.380127281829295",20.0,38.55
31.1,1,37.3,21.8,"48.871765634282355, 2.2719177404675657",10.0,93.30000000000001
25.1,3,30.1,17.6,"48.85528871996157, 2.3336568680904577",30.0,25.1
26.0,2,31.2,18.2,"48.86388739200144, 2.363123300986952",20.0,39.0
29.9,2,35.9,20.9,"48.851585175021285, 2.3647679538731117",20.0,44.849999999999994
29.6,1,35.5,20.7,"48.85209650697998, 2.3887648336025635",10.0,88.8
20.0,2,24.0,14.0,"48.854760283035255, 2.407430328235969",20.0,30.0
35.1,1,42.1,24.6,"48.851585175021285, 2.3647679538731117",10.0,105.30000000000001
28.7,2,34.4,20.1,"48.8490447659431, 2.3457466001872485",20.0,43.050000000000004
26.7,4,32.0,18.7,"48.88117755028415, 2.289963738115156",40.0,20.025
25.8,4,31.0,18.1,"48.858514966137854, 2.3164447403399206",40.0,19.35
26.9,2,32.3,18.8,"48.87153120058614, 2.3875492398498035",20.0,40.35
26.9,1,32.3,18.8,"48.89166759106752, 2.3459787545931863",10.0,80.7
24.2,3,29.0,16.9,"48.84766363545046, 2.354093153377686",30.0,24.2
28.3,3,34.0,19.8,"48.86843361445447, 2.2916790427412166",30.0,28.3
30.8,3,37.0,21.6,"48.85526326937375, 2.3255876525808024",30.0,30.799999999999997
22.8,2,27.4,16.0,"48.8379956461218, 2.4331784419569793",20.0,34.2
23.7,4,28.4,16.6,"48.888481513920595, 2.313856169006357",40.0,17.775000000000002
37.2,1,44.64,26.04,"48.867018590627694, 2.328581664931248",10.0,111.60000000000001
24.8,3,29.76,17.36,"48.85852137232379, 2.3516669671389687",30.0,24.8
26.4,1,31.7,18.5,"48.876008290020586, 2.36812301788768",10.0,79.19999999999999
24.3,4,29.2,17.0,"48.88073523727109, 2.35747081044636",40.0,18.225
30.5,2,36.6,21.35,"48.867018590627694, 2.328581664931248",20.0,45.75
26.1,2,31.3,18.3,"48.835209049865114, 2.3862100842120184",20.0,39.150000000000006
25.8,4,31.0,18.1,"48.8490447659431, 2.3457466001872485",40.0,19.35
25.4,2,30.5,17.8,"48.86388739200144, 2.363123300986952",20.0,38.1
23.4,3,28.08,16.38,"48.873934691758095, 2.343252579473346",30.0,23.4
21.6,2,25.92,15.12,"48.88766108880349, 2.3744682121256666",20.0,32.400000000000006
23.6,2,28.32,16.52,"48.87863907572485, 2.380127281829295",20.0,35.400000000000006
26.4,3,31.68,18.48,"48.86228910809422, 2.3448988583110166",30.0,26.4
24.1,4,28.92,16.87,"48.873934691758095, 2.343252579473346",40.0,18.075000000000003
26.2,2,31.44,18.34,"48.850171655497846, 2.291852642697574",20.0,39.300000000000004
25.0,4,30.0,17.5,"48.85209650697998, 2.3887648336025635",40.0,18.75
28.5,3,34.2,19.95,"48.8490447659431, 2.3457466001872485",30.0,28.5
32.2,2,38.64,22.54,"48.86065013520993, 2.3349103292801994",20.0,48.300000000000004
31.7,1,38.04,22.19,"48.86843361445447, 2.2916790427412166",10.0,95.1
36.9,1,44.28,25.83,"48.85035926154756, 2.3110309362657557",10.0,110.7
24.9,4,29.88,17.43,"48.88504369140323, 2.302909824651906",40.0,18.674999999999997
28.6,2,34.32,20.02,"48.82312780567426, 2.352433149542824",20.0,42.900000000000006
30.5,2,36.6,21.35,"48.85035926154756, 2.3110309362657557",20.0,45.75
39.2,1,47.04,27.44,"48.85829990387876, 2.3015415556941874",10.0,117.60000000000001
28.8,2,34.56,20.16,"48.873934691758095, 2.343252579473346",20.0,43.199999999999996
26.0,3,31.2,18.2,"48.86465997810256, 2.3363089189653063",30.0,26.0
28.5,2,34.2,19.95,"48.873934691758095, 2.343252579473346",20.0,42.75
29.3,2,35.16,20.51,"48.87354738020911, 2.332268868869704",20.0,43.95
39.2,1,47.04,27.44,"48.85526326937375, 2.3255876525808024",10.0,117.60000000000001
29.5,4,35.4,20.65,"48.87126549302095, 2.320053028649194",40.0,22.125
18.7,4,22.44,13.09,"48.82752745777257, 2.3723977369189355",40.0,14.024999999999999
28.7,2,34.44,20.09,"48.871765634282355, 2.2719177404675657",20.0,43.050000000000004
30.5,2,36.6,21.35,"48.867074492185395, 2.3086516846814",20.0,45.75
25.1,4,30.12,17.57,"48.862557245043206, 2.354851518245669",40.0,18.825000000000003
32.6,2,39.12,22.82,"48.85438440363996, 2.340035371130514",20.0,48.900000000000006
21.8,2,26.16,15.26,"48.82752745777257, 2.3723977369189355",20.0,32.7
34.7,1,41.64,24.29,"48.862557245043206, 2.354851518245669",10.0,104.10000000000001
28.1,1,33.72,19.67,"48.86371948395739, 2.395272820760115",10.0,84.3
26.2,3,31.44,18.34,"48.869306638088744, 2.3334318076581146",30.0,26.2
24.6,3,29.52,17.22,"48.85706404083103, 2.380364061726767",30.0,24.6
29.5,4,35.4,20.65,"48.87126549302095, 2.320053028649194",40.0,22.125
21.9,4,26.28,15.33,"48.83031704260011, 2.315304931573413",40.0,16.425
33.3,1,39.96,23.31,"48.84194019337512, 2.356893889624744",10.0,99.89999999999999
27.5,1,33.0,19.25,"48.8949426537908, 2.321118743705154",10.0,82.5
23.0,4,27.6,16.1,"48.89213818760241, 2.355536163296278",40.0,17.25
26.3,3,31.56,18.41,"48.85706404083103, 2.380364061726767",30.0,26.3
32.5,1,39.0,22.75,"48.87361766097465, 2.352282894951218",10.0,97.5
31.3,2,37.56,21.91,"48.84642759400415, 2.327356878234607",20.0,46.949999999999996
27.9,3,33.48,19.53,"48.86843361445447, 2.2916790427412166",30.0,27.9
27.2,3,32.64,19.04,"48.83740588522813, 2.3633186351497177",30.0,27.2
25.4,2,30.48,17.78,"48.82312780567426, 2.352433149542824",20.0,38.1
31.3,2,37.56,21.91,"48.858514966137854, 2.3164447403399206",20.0,46.949999999999996
31.3,2,37.56,21.91,"48.85526326937375, 2.3255876525808024",20.0,46.949999999999996
34.9,1,41.88,24.43,"48.86910019977125, 2.3394607437483312",10.0,104.69999999999999
27.3,4,32.76,19.11,"48.871765634282355, 2.2719177404675657",40.0,20.475
28.0,4,33.6,19.6,"48.871765634282355, 2.2719177404675657",40.0,21.0
26.3,1,31.56,18.41,"48.82752745777257, 2.3723977369189355",10.0,78.89999999999999
24.5,4,29.4,17.15,"48.87981191977869, 2.3448612910024424",40.0,18.375
16.3,4,19.56,11.41,"48.854760283035255, 2.407430328235969",40.0,12.225000000000001
31.2,3,37.44,21.84,"48.874135575605415, 2.3041188097211407",30.0,31.200000000000003
28.9,4,34.68,20.23,"48.859192412713874, 2.3632050573309638",40.0,21.674999999999997
23.9,2,28.68,16.73,"48.835209049865114, 2.3862100842120184",20.0,35.849999999999994
24.3,4,29.16,17.01,"48.823452771575106, 2.337070179863054",40.0,18.225
34.1,1,40.92,23.87,"48.83031704260011, 2.315304931573413",10.0,102.30000000000001
24.3,4,29.16,17.01,"48.89213818760241, 2.355536163296278",40.0,18.225
24.3,4,29.16,17.01,"48.8949426537908, 2.321118743705154",40.0,18.225
37.1,1,44.52,25.97,"48.84642759400415, 2.327356878234607",10.0,111.3
29.0,3,34.8,20.3,"48.852895586218004, 2.3527750121216795",30.0,29.0
27.7,2,33.2,19.4,"48.89166759106752, 2.3459787545931863",20.0,41.55
32.8,4,39.4,23.0,"48.85526326937375, 2.3255876525808024",40.0,24.599999999999998
22.9,3,27.48,16.03,"48.86228910809422, 2.3448988583110166",30.0,22.9
31.9,2,38.28,22.33,"48.86065013520993, 2.3349103292801994",20.0,47.85
25.2,3,30.24,17.64,"48.867018590627694, 2.328581664931248",30.0,25.2
28.3,3,33.96,19.81,"48.86910019977125, 2.3394607437483312",30.0,28.3
28.1,4,33.72,19.67,"48.86910019977125, 2.3394607437483312",40.0,21.075
35.1,1,42.12,24.57,"48.868008337402706, 2.3446991274274604",10.0,105.30000000000001
28.1,4,33.72,19.67,"48.86647028948414, 2.3570831310567835",40.0,21.075
30.7,3,36.84,21.49,"48.851585175021285, 2.3647679538731117",30.0,30.699999999999996
28.1,4,33.72,19.67,"48.862557245043206, 2.354851518245669",40.0,21.075
28.6,2,34.32,20.02,"48.852895586218004, 2.3527750121216795",20.0,42.900000000000006
31.5,1,37.8,22.05,"48.852895586218004, 2.3527750121216795",10.0,94.5
37.0,1,44.4,25.9,"48.85852137232379, 2.3516669671389687",10.0,111.0
28.9,4,34.68,20.23,"48.852895586218004, 2.3527750121216795",40.0,21.674999999999997
24.5,3,29.4,17.2,"48.86910019977125, 2.3394607437483312",30.0,24.5
30.7,3,36.84,21.49,"48.847800629292664, 2.3363388275876775",30.0,30.699999999999996
30.2,2,36.24,21.14,"48.85438440363996, 2.340035371130514",20.0,45.3
35.9,1,43.08,25.13,"48.85526326937375, 2.3255876525808024",10.0,107.69999999999999
25.8,2,30.96,18.06,"48.8490447659431, 2.3457466001872485",20.0,38.7
32.1,1,38.52,22.47,"48.8490447659431, 2.3457466001872485",10.0,96.3
20.5,4,24.6,14.35,"48.835209049865114, 2.3862100842120184",40.0,15.374999999999998
27.0,4,32.4,18.9,"48.85829990387876, 2.3015415556941874",40.0,20.25
27.9,2,33.48,19.53,"48.87981191977869, 2.3448612910024424",20.0,41.85
26.7,3,32.04,18.69,"48.87993433878255, 2.3328501965554715",30.0,26.7
36.3,1,43.56,25.41,"48.867074492185395, 2.3086516846814",10.0,108.89999999999999
26.7,3,32.04,18.69,"48.87981191977869, 2.3448612910024424",30.0,26.7
20.2,2,24.24,14.14,"48.82752745777257, 2.3723977369189355",20.0,30.3
19.8,4,23.76,13.86,"48.8379956461218, 2.4331784419569793",40.0,14.85
33.2,1,39.84,23.24,"48.87814767585099, 2.3171746113048903",10.0,99.60000000000001
23.6,3,28.32,16.52,"48.86740319007272, 2.3729648249267643",30.0,23.6
19.8,4,23.76,13.86,"48.835209049865114, 2.3862100842120184",40.0,14.85
24.0,3,28.8,16.8,"48.88073523727109, 2.35747081044636",30.0,24.0
24.9,4,29.88,17.43,"48.83740588522813, 2.3633186351497177",40.0,18.674999999999997
28.5,1,34.2,19.95,"48.835209049865114, 2.3862100842120184",10.0,85.5
31.6,1,37.92,22.12,"48.87361766097465, 2.352282894951218",10.0,94.80000000000001
25.2,3,30.24,17.64,"48.8379956461218, 2.4331784419569793",30.0,25.2
32.9,1,39.5,23.0,"48.868008337402706, 2.3446991274274604",10.0,98.7
35.9,1,43.1,25.1,"48.87354738020911, 2.332268868869704",10.0,107.69999999999999
29.8,1,35.8,20.9,"48.86228910809422, 2.3448988583110166",10.0,89.4
27.2,1,32.64,19.04,"48.823452771575106, 2.337070179863054",10.0,81.6
24.3,2,29.16,17.01,"48.83429362836976, 2.296919974448867",20.0,36.45
28.4,2,34.08,19.88,"48.83031704260011, 2.315304931573413",20.0,42.599999999999994
24.7,4,29.64,17.29,"48.88504369140323, 2.302909824651906",40.0,18.525
23.3,4,27.96,16.31,"48.82665262554388, 2.3264369992249008",40.0,17.475
22.7,4,27.24,15.89,"48.82752745777257, 2.3723977369189355",40.0,17.025
30.2,2,36.24,21.14,"48.86843361445447, 2.2916790427412166",20.0,45.3
28.3,2,33.96,19.81,"48.850171655497846, 2.291852642697574",20.0,42.45
24.1,2,28.92,16.87,"48.83031704260011, 2.315304931573413",20.0,36.150000000000006
27.2,3,32.64,19.04,"48.871765634282355, 2.2719177404675657",30.0,27.2
30.2,2,36.24,21.14,"48.86327454383974, 2.259935831704838",20.0,45.3
34.6,1,41.5,24.2,"48.86647028948414, 2.3570831310567835",10.0,103.8
31.3,1,37.6,21.9,"48.87981191977869, 2.3448612910024424",10.0,93.89999999999999
23.3,4,27.96,16.31,"48.888481513920595, 2.313856169006357",40.0,17.475
29.2,2,35.04,20.44,"48.86843361445447, 2.2916790427412166",20.0,43.8
22.5,3,27.0,15.75,"48.82312780567426, 2.352433149542824",30.0,22.5
22.8,4,27.36,15.96,"48.83429362836976, 2.296919974448867",40.0,17.1
26.1,4,31.32,18.27,"48.86465997810256, 2.3363089189653063",40.0,19.575000000000003
18.6,3,22.32,13.02,"48.854760283035255, 2.407430328235969",30.0,18.6
25.0,2,30.0,17.5,"48.854760283035255, 2.407430328235969",20.0,37.5
23.7,2,28.44,16.59,"48.89555577457166, 2.384777229270242",20.0,35.550000000000004
31.7,1,38.04,22.19,"48.86388739200144, 2.363123300986952",10.0,95.1
26.4,2,31.68,18.48,"48.84168428795317, 2.3438609263160095",20.0,39.599999999999994
30.5,2,36.6,21.35,"48.847800629292664, 2.3363388275876775",20.0,45.75
25.5,3,30.6,17.85,"48.84194019337512, 2.356893889624744",30.0,25.5
32.2,2,38.64,22.54,"48.87126549302095, 2.320053028649194",20.0,48.300000000000004
34.5,1,41.4,24.15,"48.86388739200144, 2.363123300986952",10.0,103.5
22.3,4,26.8,15.6,"48.830359242366505, 2.428826815083849",40.0,16.725
31.7,1,38.04,22.19,"48.8490447659431, 2.3457466001872485",10.0,95.1
25.4,2,30.5,17.8,"48.84168428795317, 2.3438609263160095",20.0,38.1
32.5,1,39.0,22.75,"48.8376230959726, 2.331783822887114",10.0,97.5
25.3,3,30.4,17.7,"48.8376230959726, 2.331783822887114",30.0,25.3
26.3,2,31.56,18.41,"48.86388739200144, 2.363123300986952",20.0,39.449999999999996
25.8,1,31.0,18.1,"48.87863907572485, 2.380127281829295",10.0,77.4
26.1,1,31.32,18.27,"48.854760283035255, 2.407430328235969",10.0,78.30000000000001
23.2,4,27.8,16.2,"48.830359242366505, 2.428826815083849",40.0,17.4
16.1,4,19.32,11.27,"48.82752745777257, 2.3723977369189355",40.0,12.075000000000001
28.4,2,34.1,19.9,"48.86065013520993, 2.3349103292801994",20.0,42.599999999999994
27.5,1,33.0,19.25,"48.88766108880349, 2.3744682121256666",10.0,82.5
30.8,2,37.0,21.6,"48.862557245043206, 2.354851518245669",20.0,46.2
27.6,3,33.12,19.32,"48.871765634282355, 2.2719177404675657",30.0,27.6
35.4,1,42.48,24.78,"48.852895586218004, 2.3527750121216795",10.0,106.2
32.3,2,38.76,22.61,"48.85829990387876, 2.3015415556941874",20.0,48.449999999999996
29.3,2,35.2,20.5,"48.85526326937375, 2.3255876525808024",20.0,43.95
30.2,1,36.24,21.14,"48.850171655497846, 2.291852642697574",10.0,90.6
28.5,2,34.2,19.95,"48.8376230959726, 2.331783822887114",20.0,42.75
25.3,2,30.36,17.71,"48.8376230959726, 2.331783822887114",20.0,37.95
27.2,1,32.6,19.0,"48.84194019337512, 2.356893889624744",10.0,81.6
27.7,1,33.24,19.39,"48.87153120058614, 2.3875492398498035",10.0,83.1
33.8,1,40.56,23.66,"48.86910019977125, 2.3394607437483312",10.0,101.39999999999999
36.9,1,44.28,25.83,"48.84642759400415, 2.327356878234607",10.0,110.7
26.2,4,31.4,18.3,"48.850622342726865, 2.252276907538065",40.0,19.650000000000002
35.4,1,42.48,24.78,"48.85571865089275, 2.358162333852766",10.0,106.2
24.5,2,29.4,17.2,"48.89257777114592, 2.334363089913081",20.0,36.75
25.0,2,30.0,17.5,"48.89213818760241, 2.355536163296278",20.0,37.5
20.9,4,25.08,14.63,"48.835209049865114, 2.3862100842120184",40.0,15.674999999999999
18.9,3,22.68,13.23,"48.894012169582226, 2.3643867790293243",30.0,18.9
31.6,2,37.92,22.12,"48.8671501183107, 2.3500801904088187",20.0,47.400000000000006
26.2,4,31.44,18.34,"48.86910019977125, 2.3394607437483312",40.0,19.650000000000002
36.6,1,43.9,25.6,"48.87354738020911, 2.332268868869704",10.0,109.80000000000001
24.3,4,29.16,17.01,"48.876008290020586, 2.36812301788768",40.0,18.225
