ref,piece,max,min,geo_point_2d,surface,price_per_m2,district
27.7,2,33.2,19.4,"48.871765634282355, 2.2719177404675657",20.0,41.55,16
29.0,3,34.8,20.3,"48.85438440363996, 2.340035371130514",30.0,29.0,6
22.8,3,27.4,16.0,"48.88766108880349, 2.3744682121256666",30.0,22.8,19
30.4,2,36.5,21.3,"48.847800629292664, 2.3363388275876775",20.0,45.6,6
27.8,3,33.4,19.5,"48.862557245043206, 2.354851518245669",30.0,27.8,3
23.7,4,28.4,16.6,"48.86234502354463, 2.376118055918989",40.0,17.775000000000002,11
27.8,4,33.4,19.5,"48.86327454383974, 2.259935831704838",40.0,20.85,16
20.1,4,24.1,14.1,"48.835209049865114, 2.3862100842120184",40.0,15.075000000000001,12
25.0,3,30.0,17.5,"48.86234502354463, 2.376118055918989",30.0,25.0,11
16.5,4,19.8,11.6,"48.87103473909125, 2.406171530151038",40.0,12.375,20
27.5,4,33.0,19.3,"48.8671501183107, 2.3500801904088187",40.0,20.625,2
29.3,4,35.2,20.5,"48.85571865089275, 2.358162333852766",40.0,21.975,4
36.4,1,43.7,25.5,"48.86465997810256, 2.3363089189653063",10.0,109.19999999999999,1
27.3,2,32.8,19.1,"48.87153120058614, 2.3875492398498035",20.0,40.95,20
24.2,3,29.0,16.9,"48.84168428795317, 2.3438609263160095",30.0,24.2,5
27.9,4,33.5,19.5,"48.84642759400415, 2.327356878234607",40.0,20.925,6
25.0,2,30.0,17.5,"48.8376230959726, 2.331783822887114",20.0,37.5,14
39.8,1,47.8,27.9,"48.84642759400415, 2.327356878234607",10.0,119.39999999999999,6
37.1,1,44.5,26.0,"48.85829990387876, 2.3015415556941874",10.0,111.3,7
26.1,2,31.3,18.3,"48.830359242366505, 2.428826815083849",20.0,39.150000000000006,12
24.0,4,28.8,16.8,"48.86740319007272, 2.3729648249267643",40.0,18.0,11
22.4,2,26.9,15.7,"48.894012169582226, 2.3643867790293243",20.0,33.599999999999994,18
17.0,4,20.4,11.9,"48.89555577457166, 2.384777229270242",40.0,12.75,19
29.4,4,35.3,20.6,"48.867074492185395, 2.3086516846814",40.0,22.05,8
23.1,3,27.7,16.2,"48.87124465089237, 2.3615036473450113",30.0,23.1,10
22.4,3,26.9,15.7,"48.87153120058614, 2.3875492398498035",30.0,22.4,20
26.4,3,31.7,18.5,"48.87993433878255, 2.3328501965554715",30.0,26.4,9
28.0,2,33.6,19.6,"48.83031704260011, 2.315304931573413",20.0,42.0,14
18.4,4,22.1,12.9,"48.87103473909125, 2.406171530151038",40.0,13.799999999999999,20
18.4,4,22.1,12.9,"48.88766108880349, 2.3744682121256666",40.0,13.799999999999999,19
21.2,3,25.44,14.84,"48.82752745777257, 2.3723977369189355",30.0,21.2,13
17.3,4,20.8,12.1,"48.854760283035255, 2.407430328235969",40.0,12.975,20
35.7,1,42.84,24.99,"48.85438440363996, 2.340035371130514",10.0,107.10000000000001,6
27.8,3,33.4,19.5,"48.869306638088744, 2.3334318076581146",30.0,27.8,2
32.1,2,38.52,22.47,"48.86327454383974, 2.259935831704838",20.0,48.15,16
30.1,2,36.1,21.1,"48.851585175021285, 2.3647679538731117",20.0,45.150000000000006,4
25.8,4,31.0,18.1,"48.84766363545046, 2.354093153377686",40.0,19.35,5
26.3,4,31.56,18.41,"48.86234502354463, 2.376118055918989",40.0,19.724999999999998,11
21.4,4,25.7,15.0,"48.89257777114592, 2.334363089913081",40.0,16.049999999999997,18
18.4,4,22.1,12.9,"48.89555577457166, 2.384777229270242",40.0,13.799999999999999,19
29.2,1,35.0,20.4,"48.850622342726865, 2.252276907538065",10.0,87.6,16
26.6,1,31.9,18.6,"48.87153120058614, 2.3875492398498035",10.0,79.80000000000001,20
25.1,4,30.12,17.57,"48.888481513920595, 2.313856169006357",40.0,18.825000000000003,17
29.0,2,34.8,20.3,"48.88073523727109, 2.35747081044636",20.0,43.5,10
22.8,4,27.4,16.0,"48.85209650697998, 2.3887648336025635",40.0,17.1,11
31.8,1,38.16,22.26,"48.88073523727109, 2.35747081044636",10.0,95.4,10
22.4,4,26.9,15.7,"48.83429362836976, 2.296919974448867",40.0,16.799999999999997,15
23.4,2,28.1,16.4,"48.87103473909125, 2.406171530151038",20.0,35.099999999999994,20
30.2,2,36.24,21.14,"48.86065013520993, 2.3349103292801994",20.0,45.3,1
26.4,4,31.68,18.48,"48.84766363545046, 2.354093153377686",40.0,19.799999999999997,5
32.1,1,38.52,22.47,"48.86910019977125, 2.3394607437483312",10.0,96.3,2
23.5,3,28.2,16.45,"48.8379956461218, 2.4331784419569793",30.0,23.5,12
31.3,2,37.56,21.91,"48.86910019977125, 2.3394607437483312",20.0,46.949999999999996,2
21.9,3,26.28,15.33,"48.87124465089237, 2.3615036473450113",30.0,21.9,10
31.3,2,37.56,21.91,"48.8671501183107, 2.3500801904088187",20.0,46.949999999999996,2
26.0,3,31.2,18.2,"48.8671501183107, 2.3500801904088187",30.0,26.0,2
29.5,2,35.4,20.65,"48.87981191977869, 2.3448612910024424",20.0,44.25,9
28.7,2,34.44,20.09,"48.86647028948414, 2.3570831310567835",20.0,43.050000000000004,3
25.1,3,30.12,17.57,"48.868008337402706, 2.3446991274274604",30.0,25.1,2
25.8,2,30.96,18.06,"48.86388739200144, 2.363123300986952",20.0,38.7,3
28.4,4,34.08,19.88,"48.86388739200144, 2.363123300986952",40.0,21.299999999999997,3
24.4,4,29.28,17.08,"48.888481513920595, 2.313856169006357",40.0,18.3,17
28.1,4,33.72,19.67,"48.86388739200144, 2.363123300986952",40.0,21.075,3
35.1,1,42.12,24.57,"48.859192412713874, 2.3632050573309638",10.0,105.30000000000001,3
28.3,3,33.96,19.81,"48.859192412713874, 2.3632050573309638",30.0,28.3,3
28.4,4,34.08,19.88,"48.859192412713874, 2.3632050573309638",40.0,21.299999999999997,3
33.7,1,40.44,23.59,"48.85571865089275, 2.358162333852766",10.0,101.10000000000001,4
28.2,1,33.84,19.74,"48.86740319007272, 2.3729648249267643",10.0,84.6,11
25.9,4,31.08,18.13,"48.859192412713874, 2.3632050573309638",40.0,19.424999999999997,3
36.3,1,43.56,25.41,"48.852895586218004, 2.3527750121216795",10.0,108.89999999999999,4
32.7,1,39.24,22.89,"48.86327454383974, 2.259935831704838",10.0,98.10000000000001,16
24.5,3,29.4,17.15,"48.852895586218004, 2.3527750121216795",30.0,24.5,4
25.3,4,30.36,17.71,"48.83031704260011, 2.315304931573413",40.0,18.975,14
25.9,4,31.1,18.1,"48.8671501183107, 2.3500801904088187",40.0,19.424999999999997,2
26.4,4,31.68,18.48,"48.859192412713874, 2.3632050573309638",40.0,19.799999999999997,3
25.9,4,31.08,18.13,"48.85852137232379, 2.3516669671389687",40.0,19.424999999999997,4
31.9,2,38.28,22.33,"48.85852137232379, 2.3516669671389687",20.0,47.85,4
27.5,4,33.0,19.25,"48.83429362836976, 2.296919974448867",40.0,20.625,15
31.3,2,37.56,21.91,"48.85571865089275, 2.358162333852766",20.0,46.949999999999996,4
25.5,2,30.6,17.9,"48.8671501183107, 2.3500801904088187",20.0,38.25,2
24.8,2,29.76,17.36,"48.83031704260011, 2.315304931573413",20.0,37.2,14
31.5,1,37.8,22.05,"48.85438440363996, 2.340035371130514",10.0,94.5,6
33.8,1,40.56,23.66,"48.87981191977869, 2.3448612910024424",10.0,101.39999999999999,9
24.9,3,29.88,17.43,"48.850171655497846, 2.291852642697574",30.0,24.9,15
35.9,1,43.08,25.13,"48.858514966137854, 2.3164447403399206",10.0,107.69999999999999,7
16.3,4,19.56,11.41,"48.89555577457166, 2.384777229270242",40.0,12.225000000000001,19
25.1,3,30.12,17.57,"48.84168428795317, 2.3438609263160095",30.0,25.1,5
25.0,3,30.0,17.5,"48.852895586218004, 2.3527750121216795",30.0,25.0,4
36.0,1,43.2,25.2,"48.8490447659431, 2.3457466001872485",10.0,108.0,5
35.3,1,42.36,24.71,"48.84642759400415, 2.327356878234607",10.0,105.89999999999999,6
28.2,1,33.84,19.74,"48.823452771575106, 2.337070179863054",10.0,84.6,14
27.9,2,33.48,19.53,"48.873934691758095, 2.343252579473346",20.0,41.85,9
35.9,1,43.08,25.13,"48.851585175021285, 2.3647679538731117",10.0,107.69999999999999,4
31.5,1,37.8,22.05,"48.874135575605415, 2.3041188097211407",10.0,94.5,8
28.7,1,34.44,20.09,"48.86740319007272, 2.3729648249267643",10.0,86.10000000000001,11
23.3,4,28.0,16.3,"48.873934691758095, 2.343252579473346",40.0,17.475,9
28.0,2,33.6,19.6,"48.86234502354463, 2.376118055918989",20.0,42.0,11
19.8,3,23.76,13.86,"48.88163816729657, 2.3954401666237373",30.0,19.8,19
24.9,4,29.88,17.43,"48.86234502354463, 2.376118055918989",40.0,18.674999999999997,11
21.2,4,25.44,14.84,"48.8379956461218, 2.4331784419569793",40.0,15.9,12
35.9,1,43.08,25.13,"48.85438440363996, 2.340035371130514",10.0,107.69999999999999,6
25.2,3,30.24,17.64,"48.874135575605415, 2.3041188097211407",30.0,25.2,8
26.6,2,31.92,18.62,"48.876008290020586, 2.36812301788768",20.0,39.900000000000006,10
26.4,3,31.68,18.48,"48.83740588522813, 2.3633186351497177",30.0,26.4,13
28.8,3,34.6,20.2,"48.88117755028415, 2.289963738115156",30.0,28.8,17
28.3,2,33.96,19.81,"48.873934691758095, 2.343252579473346",20.0,42.45,9
21.7,3,26.0,15.2,"48.88766108880349, 2.3744682121256666",30.0,21.7,19
27.9,2,33.48,19.53,"48.87993433878255, 2.3328501965554715",20.0,41.85,9
31.6,1,37.92,22.12,"48.88073523727109, 2.35747081044636",10.0,94.80000000000001,10
30.3,1,36.36,21.21,"48.873934691758095, 2.343252579473346",10.0,90.9,9
31.4,1,37.68,21.98,"48.87814767585099, 2.3171746113048903",10.0,94.19999999999999,8
24.2,2,29.04,16.94,"48.85209650697998, 2.3887648336025635",20.0,36.3,11
32.0,2,38.4,22.4,"48.85035926154756, 2.3110309362657557",20.0,48.0,7
21.9,4,26.28,15.33,"48.87124465089237, 2.3615036473450113",40.0,16.425,10
27.1,2,32.52,18.97,"48.84271125032415, 2.3107774536393966",20.0,40.65,15
24.2,4,29.04,16.94,"48.823452771575106, 2.337070179863054",40.0,18.15,14
27.8,3,33.36,19.46,"48.850622342726865, 2.252276907538065",30.0,27.8,16
30.6,1,36.72,21.42,"48.88504369140323, 2.302909824651906",10.0,91.8,17
25.5,4,30.6,17.85,"48.83906040108164, 2.2780763469189345",40.0,19.125,15
24.5,4,29.4,17.15,"48.8376230959726, 2.331783822887114",40.0,18.375,14
26.3,2,31.56,18.41,"48.835209049865114, 2.3862100842120184",20.0,39.449999999999996,12
27.8,1,33.36,19.46,"48.83429362836976, 2.296919974448867",10.0,83.4,15
31.3,1,37.56,21.91,"48.850171655497846, 2.291852642697574",10.0,93.89999999999999,15
23.4,4,28.08,16.38,"48.8949426537908, 2.321118743705154",40.0,17.549999999999997,17
25.5,2,30.6,17.9,"48.85571865089275, 2.358162333852766",20.0,38.25,4
25.2,2,30.24,17.64,"48.888481513920595, 2.313856169006357",20.0,37.8,17
23.2,3,27.84,16.24,"48.8379956461218, 2.4331784419569793",30.0,23.2,12
21.4,3,25.68,14.98,"48.86371948395739, 2.395272820760115",30.0,21.4,20
30.2,1,36.24,21.14,"48.89166759106752, 2.3459787545931863",10.0,90.6,18
22.8,3,27.4,16.0,"48.86228910809422, 2.3448988583110166",30.0,22.8,1
26.1,1,31.32,18.27,"48.854760283035255, 2.407430328235969",10.0,78.30000000000001,20
23.2,3,27.84,16.24,"48.87863907572485, 2.380127281829295",30.0,23.2,19
25.0,2,30.0,17.5,"48.87153120058614, 2.3875492398498035",20.0,37.5,20
35.1,1,42.1,24.6,"48.85438440363996, 2.340035371130514",10.0,105.30000000000001,6
35.1,1,42.1,24.6,"48.85526326937375, 2.3255876525808024",10.0,105.30000000000001,7
24.9,4,29.9,17.4,"48.852895586218004, 2.3527750121216795",40.0,18.674999999999997,4
32.2,1,38.6,22.5,"48.8490447659431, 2.3457466001872485",10.0,96.60000000000001,5
26.1,2,31.3,18.3,"48.8379956461218, 2.4331784419569793",20.0,39.150000000000006,12
26.4,1,31.7,18.5,"48.823452771575106, 2.337070179863054",10.0,79.19999999999999,14
29.6,1,35.5,20.7,"48.83031704260011, 2.315304931573413",10.0,88.8,14
22.8,4,27.4,16.0,"48.84194019337512, 2.356893889624744",40.0,17.1,5
33.6,1,40.3,23.5,"48.82312780567426, 2.352433149542824",10.0,100.80000000000001,13
27.8,3,33.4,19.5,"48.86065013520993, 2.3349103292801994",30.0,27.8,1
36.4,1,43.7,25.5,"48.85852137232379, 2.3516669671389687",10.0,109.19999999999999,4
37.2,1,44.64,26.04,"48.867074492185395, 2.3086516846814",10.0,111.60000000000001,8
26.2,3,31.44,18.34,"48.84271125032415, 2.3107774536393966",30.0,26.2,15
24.8,4,29.76,17.36,"48.86228910809422, 2.3448988583110166",40.0,18.6,1
25.2,2,30.24,17.64,"48.88766108880349, 2.3744682121256666",20.0,37.8,19
25.4,2,30.48,17.78,"48.888481513920595, 2.313856169006357",20.0,38.1,17
30.7,2,36.84,21.49,"48.86327454383974, 2.259935831704838",20.0,46.05,16
28.9,3,34.68,20.23,"48.87814767585099, 2.3171746113048903",30.0,28.9,8
23.3,4,27.96,16.31,"48.86740319007272, 2.3729648249267643",40.0,17.475,11
25.8,4,30.96,18.06,"48.850171655497846, 2.291852642697574",40.0,19.35,15
28.0,2,33.6,19.6,"48.88504369140323, 2.302909824651906",20.0,42.0,17
27.7,1,33.24,19.39,"48.876008290020586, 2.36812301788768",10.0,83.1,10
26.2,2,31.44,18.34,"48.83906040108164, 2.2780763469189345",20.0,39.300000000000004,15
30.5,1,36.6,21.35,"48.88073523727109, 2.35747081044636",10.0,91.5,10
24.9,2,29.88,17.43,"48.82312780567426, 2.352433149542824",20.0,37.349999999999994,13
25.2,2,30.24,17.64,"48.894012169582226, 2.3643867790293243",20.0,37.8,18
25.1,4,30.12,17.57,"48.85571865089275, 2.358162333852766",40.0,18.825000000000003,4
27.2,2,32.64,19.04,"48.84168428795317, 2.3438609263160095",20.0,40.8,5
25.2,4,30.24,17.64,"48.85528871996157, 2.3336568680904577",40.0,18.9,6
27.9,1,33.48,19.53,"48.86234502354463, 2.376118055918989",10.0,83.7,11
26.6,2,31.92,18.62,"48.830359242366505, 2.428826815083849",20.0,39.900000000000006,12
37.2,1,44.64,26.04,"48.852895586218004, 2.3527750121216795",10.0,111.60000000000001,4
31.6,2,37.92,22.12,"48.84168428795317, 2.3438609263160095",20.0,47.400000000000006,5
25.2,4,30.24,17.64,"48.87126549302095, 2.320053028649194",40.0,18.9,8
21.6,3,25.92,15.12,"48.89213818760241, 2.355536163296278",30.0,21.6,18
25.2,4,30.24,17.64,"48.847800629292664, 2.3363388275876775",40.0,18.9,6
28.2,1,33.84,19.74,"48.89257777114592, 2.334363089913081",10.0,84.6,18
24.6,3,29.52,17.22,"48.85209650697998, 2.3887648336025635",30.0,24.6,11
31.7,1,38.04,22.19,"48.84168428795317, 2.3438609263160095",10.0,95.1,5
32.6,2,39.12,22.82,"48.869306638088744, 2.3334318076581146",20.0,48.900000000000006,2
25.2,4,30.24,17.64,"48.85438440363996, 2.340035371130514",40.0,18.9,6
35.4,1,42.48,24.78,"48.87126549302095, 2.320053028649194",10.0,106.2,8
29.3,1,35.16,20.51,"48.87124465089237, 2.3615036473450113",10.0,87.9,10
27.7,4,33.24,19.39,"48.85035926154756, 2.3110309362657557",40.0,20.775,7
27.3,2,32.76,19.11,"48.88073523727109, 2.35747081044636",20.0,40.95,10
37.2,1,44.64,26.04,"48.87354738020911, 2.332268868869704",10.0,111.60000000000001,9
21.4,4,25.68,14.98,"48.830359242366505, 2.428826815083849",40.0,16.049999999999997,12
26.7,2,32.04,18.69,"48.88504369140323, 2.302909824651906",20.0,40.05,17
26.1,4,31.32,18.27,"48.851585175021285, 2.3647679538731117",40.0,19.575000000000003,4
30.5,2,36.6,21.35,"48.84642759400415, 2.327356878234607",20.0,45.75,6
27.9,3,33.48,19.53,"48.83906040108164, 2.2780763469189345",30.0,27.9,15
28.5,2,34.2,19.95,"48.850171655497846, 2.291852642697574",20.0,42.75,15
27.9,3,33.48,19.53,"48.874135575605415, 2.3041188097211407",30.0,27.9,8
37.2,1,44.64,26.04,"48.869306638088744, 2.3334318076581146",10.0,111.60000000000001,2
27.3,1,32.76,19.11,"48.85706404083103, 2.380364061726767",10.0,81.9,11
29.0,4,34.8,20.3,"48.87354738020911, 2.332268868869704",40.0,21.75,9
30.5,2,36.6,21.35,"48.87126549302095, 2.320053028649194",20.0,45.75,8
33.1,1,39.72,23.17,"48.85209650697998, 2.3887648336025635",10.0,99.3,11
25.0,4,30.0,17.5,"48.87361766097465, 2.352282894951218",40.0,18.75,10
23.6,3,28.32,16.52,"48.86228910809422, 2.3448988583110166",30.0,23.6,1
32.6,2,39.12,22.82,"48.867018590627694, 2.328581664931248",20.0,48.900000000000006,1
24.3,4,29.16,17.01,"48.87124465089237, 2.3615036473450113",40.0,18.225,10
26.9,2,32.28,18.83,"48.850171655497846, 2.291852642697574",20.0,40.35,15
28.2,1,33.84,19.74,"48.89213818760241, 2.355536163296278",10.0,84.6,18
16.3,4,19.56,11.41,"48.88163816729657, 2.3954401666237373",40.0,12.225000000000001,19
26.7,3,32.04,18.69,"48.88504369140323, 2.302909824651906",30.0,26.7,17
36.6,1,43.92,25.62,"48.85829990387876, 2.3015415556941874",10.0,109.80000000000001,7
28.9,4,34.68,20.23,"48.84168428795317, 2.3438609263160095",40.0,21.674999999999997,5
25.0,3,30.0,17.5,"48.87126549302095, 2.320053028649194",30.0,25.0,8
28.9,4,34.68,20.23,"48.84766363545046, 2.354093153377686",40.0,21.674999999999997,5
31.8,3,38.16,22.26,"48.85526326937375, 2.3255876525808024",30.0,31.8,7
34.4,2,41.28,24.08,"48.858514966137854, 2.3164447403399206",20.0,51.6,7
26.3,2,31.56,18.41,"48.84168428795317, 2.3438609263160095",20.0,39.449999999999996,5
26.6,2,31.92,18.62,"48.87153120058614, 2.3875492398498035",20.0,39.900000000000006,20
23.2,4,27.84,16.24,"48.87993433878255, 2.3328501965554715",40.0,17.4,9
25.8,3,30.96,18.06,"48.83429362836976, 2.296919974448867",30.0,25.8,15
28.8,1,34.56,20.16,"48.87863907572485, 2.380127281829295",10.0,86.39999999999999,19
25.0,3,30.0,17.5,"48.874135575605415, 2.3041188097211407",30.0,25.0,8
27.9,4,33.48,19.53,"48.8671501183107, 2.3500801904088187",40.0,20.925,2
30.9,1,37.08,21.63,"48.873934691758095, 2.343252579473346",10.0,92.69999999999999,9
26.0,3,31.2,18.2,"48.86910019977125, 2.3394607437483312",30.0,26.0,2
32.7,1,39.24,22.89,"48.87814767585099, 2.3171746113048903",10.0,98.10000000000001,8
32.4,4,38.88,22.68,"48.85829990387876, 2.3015415556941874",40.0,24.299999999999997,7
24.6,3,29.52,17.22,"48.84194019337512, 2.356893889624744",30.0,24.6,5
29.5,2,35.4,20.65,"48.87993433878255, 2.3328501965554715",20.0,44.25,9
24.4,4,29.28,17.08,"48.83740588522813, 2.3633186351497177",40.0,18.3,13
28.2,4,33.84,19.74,"48.858514966137854, 2.3164447403399206",40.0,21.15,7
29.3,1,35.16,20.51,"48.83906040108164, 2.2780763469189345",10.0,87.9,15
29.9,2,35.88,20.93,"48.85852137232379, 2.3516669671389687",20.0,44.849999999999994,4
37.6,1,45.12,26.32,"48.852895586218004, 2.3527750121216795",10.0,112.80000000000001,4
19.8,3,23.76,13.86,"48.89555577457166, 2.384777229270242",30.0,19.8,19
27.9,3,33.48,19.53,"48.871765634282355, 2.2719177404675657",30.0,27.9,16
32.4,1,38.88,22.68,"48.87124465089237, 2.3615036473450113",10.0,97.19999999999999,10
21.9,3,26.28,15.33,"48.87863907572485, 2.380127281829295",30.0,21.9,19
26.3,1,31.56,18.41,"48.87103473909125, 2.406171530151038",10.0,78.89999999999999,20
21.8,2,26.16,15.26,"48.87103473909125, 2.406171530151038",20.0,32.7,20
21.2,3,25.44,14.84,"48.88163816729657, 2.3954401666237373",30.0,21.2,19
27.2,3,32.64,19.04,"48.84194019337512, 2.356893889624744",30.0,27.2,5
22.8,4,27.36,15.96,"48.87103473909125, 2.406171530151038",40.0,17.1,20
32.6,2,39.12,22.82,"48.86065013520993, 2.3349103292801994",20.0,48.900000000000006,1
33.3,1,39.96,23.31,"48.83373367612219, 2.3476730460658106",10.0,99.89999999999999,13
23.9,2,28.68,16.73,"48.89555577457166, 2.384777229270242",20.0,35.849999999999994,19
25.9,2,31.08,18.13,"48.835209049865114, 2.3862100842120184",20.0,38.849999999999994,12
28.2,4,33.84,19.74,"48.859192412713874, 2.3632050573309638",40.0,21.15,3
26.3,2,31.56,18.41,"48.89213818760241, 2.355536163296278",20.0,39.449999999999996,18
30.0,2,36.0,21.0,"48.84271125032415, 2.3107774536393966",20.0,45.0,15
28.8,4,34.56,20.16,"48.87814767585099, 2.3171746113048903",40.0,21.599999999999998,8
26.4,2,31.68,18.48,"48.87863907572485, 2.380127281829295",20.0,39.599999999999994,19
26.1,4,31.32,18.27,"48.85438440363996, 2.340035371130514",40.0,19.575000000000003,6
21.6,2,25.92,15.12,"48.87103473909125, 2.406171530151038",20.0,32.400000000000006,20
24.0,4,28.8,16.8,"48.8379956461218, 2.4331784419569793",40.0,18.0,12
24.8,4,29.76,17.36,"48.87361766097465, 2.352282894951218",40.0,18.6,10
29.3,2,35.16,20.51,"48.874135575605415, 2.3041188097211407",20.0,43.95,8
29.7,1,35.64,20.79,"48.876008290020586, 2.36812301788768",10.0,89.1,10
23.0,4,27.6,16.1,"48.87993433878255, 2.3328501965554715",40.0,17.25,9
25.0,4,30.0,17.5,"48.83740588522813, 2.3633186351497177",40.0,18.75,13
21.8,4,26.16,15.26,"48.85706404083103, 2.380364061726767",40.0,16.35,11
26.1,1,31.32,18.27,"48.87103473909125, 2.406171530151038",10.0,78.30000000000001,20
29.3,2,35.16,20.51,"48.867074492185395, 2.3086516846814",20.0,43.95,8
23.4,3,28.08,16.38,"48.87361766097465, 2.352282894951218",30.0,23.4,10
29.9,2,35.88,20.93,"48.867018590627694, 2.328581664931248",20.0,44.849999999999994,1
25.1,3,30.12,17.57,"48.862557245043206, 2.354851518245669",30.0,25.1,3
21.9,4,26.28,15.33,"48.82312780567426, 2.352433149542824",40.0,16.425,13
32.5,1,39.0,22.75,"48.88073523727109, 2.35747081044636",10.0,97.5,10
25.2,3,30.24,17.64,"48.82312780567426, 2.352433149542824",30.0,25.2,13
29.0,4,34.8,20.3,"48.86465997810256, 2.3363089189653063",40.0,21.75,1
32.1,1,38.52,22.47,"48.86465997810256, 2.3363089189653063",10.0,96.3,1
35.7,1,42.84,24.99,"48.867074492185395, 2.3086516846814",10.0,107.10000000000001,8
34.7,1,41.64,24.29,"48.86647028948414, 2.3570831310567835",10.0,104.10000000000001,3
35.9,1,43.08,25.13,"48.869306638088744, 2.3334318076581146",10.0,107.69999999999999,2
29.7,1,35.64,20.79,"48.87124465089237, 2.3615036473450113",10.0,89.1,10
24.5,4,29.4,17.15,"48.86228910809422, 2.3448988583110166",40.0,18.375,1
28.0,4,33.6,19.6,"48.86327454383974, 2.259935831704838",40.0,21.0,16
20.3,3,24.36,14.21,"48.89166759106752, 2.3459787545931863",30.0,20.3,18
21.2,4,25.44,14.84,"48.835209049865114, 2.3862100842120184",40.0,15.9,12
31.1,1,37.32,21.77,"48.83429362836976, 2.296919974448867",10.0,93.30000000000001,15
26.0,2,31.2,18.2,"48.85209650697998, 2.3887648336025635",20.0,39.0,11
24.5,4,29.4,17.15,"48.83373367612219, 2.3476730460658106",40.0,18.375,13
25.8,2,31.0,18.1,"48.8949426537908, 2.321118743705154",20.0,38.7,17
23.9,3,28.7,16.7,"48.835209049865114, 2.3862100842120184",30.0,23.9,12
29.9,3,35.9,20.9,"48.84168428795317, 2.3438609263160095",30.0,29.9,5
34.7,1,41.6,24.3,"48.867018590627694, 2.328581664931248",10.0,104.10000000000001,1
32.4,1,38.9,22.7,"48.88504369140323, 2.302909824651906",10.0,97.19999999999999,17
28.3,4,34.0,19.8,"48.84168428795317, 2.3438609263160095",40.0,21.225,5
28.4,1,34.1,19.9,"48.85706404083103, 2.380364061726767",10.0,85.19999999999999,11
25.7,4,30.8,18.0,"48.87981191977869, 2.3448612910024424",40.0,19.275,9
22.5,3,27.0,15.8,"48.89166759106752, 2.3459787545931863",30.0,22.5,18
25.8,4,31.0,18.1,"48.888481513920595, 2.313856169006357",40.0,19.35,17
26.3,3,31.6,18.4,"48.83429362836976, 2.296919974448867",30.0,26.3,15
